sensor_id,machine_id,value,unit,is_anomaly,threshold_exceeded,recorded_at
SN087,M037,1271.3595,RPM,False,False,2024-11-06T19:57:06
SN125,M025,64.9389,°C,False,False,2024-10-24T11:05:54
SN044,M044,1875.8705,RPM,False,False,2024-12-07T16:49:09
SN056,M006,3.7988,bar,False,False,2024-09-02T11:50:16
SN011,M011,8.751,mm/s,False,False,2024-06-19T20:53:41
SN009,M009,1834.5662,RPM,False,False,2024-07-22T19:28:05
SN123,M023,32.0863,A,False,False,2024-10-14T01:23:01
SN057,M007,33.7681,A,False,False,2024-04-18T19:14:58
SN068,M018,11.0456,bar,True,True,2024-07-16T17:09:49
SN138,M038,79.0404,°C,False,False,2024-04-30T22:06:59
SN017,M017,5.5107,mm/s,False,False,2024-01-20T23:08:27
SN027,M027,44.4699,A,False,False,2024-09-08T17:26:37
SN083,M033,2.2624,mm/s,False,False,2024-07-27T01:35:26
SN114,M014,61.1199,%,False,False,2024-06-01T20:05:43
SN137,M037,35.3236,A,False,False,2024-08-14T07:53:49
SN113,M013,5.1338,mm/s,False,False,2024-06-22T08:49:49
SN138,M038,73.6107,°C,False,False,2024-03-31T03:31:20
SN078,M028,61.1054,%,False,False,2024-05-18T16:58:37
SN110,M010,3.0028,mm/s,False,False,2024-07-02T16:56:49
SN148,M048,21.6205,%,False,False,2024-10-22T15:40:04
SN060,M010,4.8251,mm/s,False,False,2024-11-28T12:35:36
SN110,M010,9.2842,mm/s,False,False,2024-01-26T18:50:01
SN111,M011,28.1838,°C,False,False,2024-05-04T00:04:23
SN123,M023,23.6839,A,False,False,2024-09-14T01:24:12
SN054,M004,4.0181,bar,False,False,2024-07-12T11:44:31
SN094,M044,2613.44,RPM,False,False,2024-08-21T13:38:25
SN038,M038,11.0923,A,False,False,2024-07-16T16:38:00
SN101,M001,67.0219,°C,False,False,2024-03-21T22:13:02
SN010,M010,74.3562,%,False,False,2024-05-08T17:07:15
SN144,M044,62.8422,°C,False,False,2024-04-28T04:16:46
SN042,M042,33.7762,°C,False,False,2024-03-08T23:35:14
SN077,M027,40.5905,A,False,False,2024-10-12T23:38:01
SN096,M046,41.0778,°C,False,False,2024-10-13T22:43:54
SN066,M016,1661.7722,RPM,False,False,2024-11-05T13:28:56
SN100,M050,13.5277,mm/s,True,True,2024-03-21T12:12:46
SN077,M027,18.2543,A,False,False,2024-07-01T21:30:14
SN066,M016,2072.393,RPM,False,False,2024-05-14T03:08:46
SN147,M047,38.565,%,False,False,2024-02-01T23:22:52
SN125,M025,76.6124,°C,False,False,2024-12-26T19:43:33
SN030,M030,5.0383,mm/s,False,False,2024-05-10T17:59:34
SN004,M004,74.5268,°C,False,False,2024-01-30T20:58:13
SN132,M032,1152.7951,RPM,False,False,2024-08-02T07:15:18
SN019,M019,44.7826,A,False,False,2024-12-12T02:57:43
SN026,M026,36.2524,A,False,False,2024-11-21T08:38:55
SN071,M021,1101.8213,RPM,False,False,2024-12-11T09:25:42
SN015,M015,3.1687,bar,False,False,2024-08-06T10:26:20
SN053,M003,69.2598,°C,False,False,2024-04-21T18:30:17
SN007,M007,6.1019,A,False,False,2024-11-10T17:08:53
SN033,M033,3.2902,mm/s,False,False,2024-09-04T08:32:33
SN062,M012,2196.354,RPM,False,False,2024-01-12T03:14:25
SN039,M039,71.804,°C,False,False,2024-05-15T02:29:05
SN008,M008,1840.5575,RPM,False,False,2024-05-29T07:31:40
SN048,M048,74.1095,°C,False,False,2024-06-10T09:49:22
SN097,M047,5.8479,A,False,False,2024-10-16T19:35:58
SN097,M047,19.6585,A,False,False,2024-01-31T06:38:07
SN001,M001,39.0419,°C,False,False,2024-06-02T01:48:11
SN062,M012,2312.227,RPM,False,False,2024-12-23T23:02:49
SN009,M009,2419.7344,RPM,False,False,2024-02-19T17:06:06
SN035,M035,46.4953,A,False,False,2024-04-14T08:08:17
SN140,M040,104.288,°C,True,True,2024-03-22T01:45:14
SN113,M013,6.3125,mm/s,False,False,2024-12-12T01:41:04
SN108,M008,7.036,mm/s,False,False,2024-01-07T06:29:09
SN025,M025,1289.1676,RPM,False,False,2024-01-29T00:38:36
SN084,M034,867.6229,RPM,False,False,2024-11-12T05:22:59
SN104,M004,13.9539,A,False,False,2024-08-27T12:49:09
SN043,M043,8.8563,mm/s,False,False,2024-05-16T02:32:28
SN017,M017,9.7067,mm/s,False,False,2024-12-18T14:51:11
SN093,M043,14.5906,A,False,False,2024-12-03T07:30:26
SN097,M047,5.2271,A,False,False,2024-05-29T00:37:25
SN064,M014,1.4619,mm/s,False,False,2024-03-25T17:38:03
SN018,M018,37.159,A,False,False,2024-05-18T12:43:26
SN098,M048,30.101,A,False,False,2024-05-18T06:18:01
SN150,M050,7.2887,mm/s,False,False,2024-07-07T17:32:46
SN113,M013,10.0411,mm/s,False,False,2024-11-11T07:23:22
SN024,M024,2.1366,A,False,False,2024-03-25T00:21:33
SN141,M041,46.2081,A,False,False,2024-10-15T12:48:22
SN086,M036,67.7238,%,False,False,2024-03-21T21:22:07
SN070,M020,2637.2749,RPM,False,False,2024-04-09T08:23:47
SN141,M041,6.6824,A,False,False,2024-07-26T04:04:06
SN138,M038,20.0482,°C,False,False,2024-07-01T01:44:15
SN062,M012,188.3983,RPM,False,False,2024-12-25T07:02:11
SN093,M043,34.7327,A,False,False,2024-09-27T04:55:14
SN022,M022,1374.2749,RPM,False,False,2024-08-13T08:24:42
SN051,M001,26.0781,%,False,False,2024-04-11T06:02:02
SN118,M018,5.3187,mm/s,False,False,2024-11-15T23:17:59
SN082,M032,2.1391,bar,False,False,2024-09-24T06:31:23
SN003,M003,1662.0142,RPM,False,False,2024-04-20T20:15:34
SN063,M013,62.6164,%,False,False,2024-06-14T00:35:46
SN025,M025,147.5374,RPM,False,False,2024-07-24T04:27:10
SN096,M046,23.6313,°C,False,False,2024-10-07T19:39:22
SN138,M038,34.7749,°C,False,False,2024-05-01T04:14:08
SN053,M003,39.7178,°C,False,False,2024-12-30T09:45:52
SN017,M017,4.9377,mm/s,False,False,2024-07-26T17:15:46
SN106,M006,1.883,bar,False,False,2024-11-06T18:17:25
SN004,M004,53.3216,°C,False,False,2024-08-01T03:07:05
SN117,M017,7.0126,mm/s,False,False,2024-06-06T10:30:02
SN135,M035,38.2974,°C,False,False,2024-05-08T10:03:13
SN117,M017,4.6346,mm/s,False,False,2024-07-31T18:56:47
SN001,M001,45.9897,°C,False,False,2024-08-12T13:05:04
SN051,M001,72.9656,%,False,False,2024-01-29T00:02:21
SN096,M046,30.8868,°C,False,False,2024-10-15T13:41:25
SN051,M001,92.4881,%,True,True,2024-03-12T17:24:00
SN050,M050,10.9319,mm/s,False,False,2024-06-16T16:04:56
SN086,M036,65.2856,%,False,False,2024-05-10T03:42:18
SN005,M005,43.4868,A,False,False,2024-02-23T15:14:08
SN044,M044,272.3928,RPM,False,False,2024-04-22T08:14:55
SN040,M040,94.6932,°C,True,True,2024-01-15T05:46:20
SN027,M027,12.1645,A,False,False,2024-10-13T19:38:53
SN145,M045,1.0881,mm/s,False,False,2024-11-29T23:00:02
SN103,M003,712.069,RPM,False,False,2024-11-25T15:25:54
SN133,M033,6.445,A,False,False,2024-02-23T01:29:04
SN072,M022,14.9758,mm/s,True,True,2024-03-31T03:23:44
SN034,M034,2.4969,bar,False,False,2024-05-24T15:22:33
SN097,M047,1.3077,A,False,False,2024-09-14T13:59:00
SN012,M012,324.5346,RPM,False,False,2024-03-21T16:13:34
SN066,M016,595.8663,RPM,False,False,2024-08-11T15:33:14
SN026,M026,30.4828,A,False,False,2024-05-21T05:09:28
SN047,M047,10.8911,mm/s,False,False,2024-02-15T08:07:49
SN055,M005,7.23,bar,False,False,2024-04-08T16:58:14
SN086,M036,46.9677,%,False,False,2024-04-20T00:37:26
SN086,M036,39.9303,%,False,False,2024-07-13T09:54:18
SN103,M003,2291.8481,RPM,False,False,2024-08-24T16:07:50
SN114,M014,20.326,%,False,False,2024-04-12T09:56:41
SN150,M050,4.8951,mm/s,False,False,2024-04-13T22:25:27
SN045,M045,7.2023,bar,False,False,2024-08-14T13:09:11
SN092,M042,69.1482,%,False,False,2024-09-04T06:04:37
SN122,M022,41.1811,A,False,False,2024-04-04T04:17:29
SN071,M021,1567.9174,RPM,False,False,2024-08-30T18:13:44
SN093,M043,22.4151,A,False,False,2024-03-31T02:53:38
SN092,M042,70.723,%,False,False,2024-05-09T22:46:32
SN046,M046,2798.2339,RPM,False,False,2024-06-06T00:12:06
SN095,M045,26.7292,A,False,False,2024-01-26T18:17:36
SN069,M019,8.6264,bar,False,False,2024-03-02T05:55:37
SN095,M045,41.436,A,False,False,2024-07-17T09:54:19
SN016,M016,4.7487,mm/s,False,False,2024-04-26T13:33:58
SN027,M027,37.1809,A,False,False,2024-05-23T11:44:47
SN057,M007,40.3273,A,False,False,2024-09-28T01:32:39
SN095,M045,41.7125,A,False,False,2024-10-28T22:24:10
SN070,M020,1122.3491,RPM,False,False,2024-10-06T11:53:46
SN082,M032,3.8735,bar,False,False,2024-08-05T22:41:52
SN149,M049,62.5074,°C,False,False,2024-06-07T08:14:44
SN033,M033,10.0399,mm/s,False,False,2024-08-11T22:10:40
SN142,M042,2131.6223,RPM,False,False,2024-02-29T20:16:42
SN075,M025,79.6563,%,False,False,2024-10-20T04:54:25
SN100,M050,6.7532,mm/s,False,False,2024-04-25T15:47:33
SN027,M027,3.8853,A,False,False,2024-09-05T22:07:15
SN118,M018,7.9554,mm/s,False,False,2024-06-11T11:17:00
SN051,M001,55.8319,%,False,False,2024-03-28T05:28:31
SN083,M033,10.7181,mm/s,False,False,2024-04-21T07:29:04
SN106,M006,5.2518,bar,False,False,2024-06-15T16:06:58
SN064,M014,0.2979,mm/s,False,False,2024-10-31T18:47:38
SN026,M026,25.574,A,False,False,2024-04-24T23:14:49
SN145,M045,7.2836,mm/s,False,False,2024-08-27T04:42:27
SN140,M040,24.6877,°C,False,False,2024-02-07T08:28:35
SN091,M041,60.934,°C,False,False,2024-07-13T05:12:18
SN022,M022,2556.2711,RPM,False,False,2024-07-19T02:39:20
SN051,M001,25.7892,%,False,False,2024-04-05T02:06:12
SN006,M006,593.4249,RPM,False,False,2024-02-20T19:07:56
SN098,M048,32.8288,A,False,False,2024-10-27T23:40:06
SN002,M002,37.9385,%,False,False,2024-08-26T06:39:00
SN109,M009,82.8096,%,False,False,2024-12-17T00:21:42
SN005,M005,6.6471,A,False,False,2024-10-11T05:56:48
SN071,M021,335.8002,RPM,False,False,2024-02-17T13:39:11
SN074,M024,2.2396,mm/s,False,False,2024-10-25T08:16:15
SN077,M027,20.996,A,False,False,2024-03-12T10:28:40
SN083,M033,9.5569,mm/s,False,False,2024-10-17T18:03:57
SN149,M049,58.4447,°C,False,False,2024-05-30T22:01:06
SN076,M026,44.6317,°C,False,False,2024-12-22T04:33:39
SN049,M049,21.8505,A,False,False,2024-10-17T12:20:33
SN150,M050,6.7104,mm/s,False,False,2024-12-15T05:52:52
SN077,M027,55.5472,A,True,True,2024-08-10T09:33:15
SN068,M018,6.652,bar,False,False,2024-09-16T08:03:48
SN029,M029,47.0915,%,False,False,2024-12-19T19:32:17
SN099,M049,57.1488,%,False,False,2024-02-04T08:14:18
SN105,M005,6.714,bar,False,False,2024-06-08T21:15:55
SN141,M041,15.6102,A,False,False,2024-08-21T01:10:22
SN029,M029,111.5878,%,True,True,2024-02-11T17:22:39
SN044,M044,2204.0685,RPM,False,False,2024-01-11T16:41:25
SN030,M030,8.1899,mm/s,False,False,2024-08-08T11:13:17
SN070,M020,96.579,RPM,False,False,2024-10-19T23:03:26
SN021,M021,660.1279,RPM,False,False,2024-04-15T14:15:44
SN056,M006,6.66,bar,False,False,2024-11-19T14:16:24
SN124,M024,9.7431,A,False,False,2024-09-23T06:43:54
SN071,M021,286.114,RPM,False,False,2024-01-18T16:56:02
SN145,M045,7.8815,mm/s,False,False,2024-02-04T09:54:48
SN016,M016,9.8607,mm/s,False,False,2024-07-10T16:54:26
SN056,M006,12.4861,bar,True,True,2024-12-18T21:47:18
SN140,M040,44.3277,°C,False,False,2024-04-19T21:03:33
SN149,M049,55.8616,°C,False,False,2024-09-12T10:09:22
SN022,M022,135.5478,RPM,False,False,2024-04-30T23:51:40
SN042,M042,22.3481,°C,False,False,2024-07-24T16:34:23
SN144,M044,45.3467,°C,False,False,2024-06-10T22:39:48
SN031,M031,25.8538,A,False,False,2024-01-13T19:23:57
SN019,M019,28.6055,A,False,False,2024-04-05T17:03:36
SN075,M025,82.5376,%,False,False,2024-10-25T22:12:05
SN052,M002,8.6102,bar,False,False,2024-12-28T22:29:50
SN085,M035,2.9769,mm/s,False,False,2024-03-01T13:25:55
SN016,M016,2.2513,mm/s,False,False,2024-06-14T05:38:27
SN016,M016,6.4464,mm/s,False,False,2024-09-17T16:58:04
SN025,M025,2676.7525,RPM,False,False,2024-08-17T18:50:29
SN026,M026,25.8184,A,False,False,2024-01-23T19:41:21
SN021,M021,1369.5744,RPM,False,False,2024-11-28T03:09:36
SN023,M023,1.9861,bar,False,False,2024-12-06T13:20:51
SN035,M035,4.6437,A,False,False,2024-09-21T19:15:27
SN080,M030,73.5078,%,False,False,2024-02-22T13:38:06
SN078,M028,63.82,%,False,False,2024-01-02T16:09:16
SN042,M042,51.6358,°C,False,False,2024-11-07T20:32:31
SN023,M023,2.0135,bar,False,False,2024-11-22T08:56:05
SN137,M037,30.02,A,False,False,2024-05-03T03:42:53
SN035,M035,44.3596,A,False,False,2024-01-30T03:49:24
SN055,M005,5.0497,bar,False,False,2024-07-17T02:15:24
SN095,M045,13.9918,A,False,False,2024-06-15T11:48:15
SN049,M049,11.345,A,False,False,2024-11-02T06:27:09
SN021,M021,3499.635,RPM,True,True,2024-04-27T03:43:33
SN029,M029,44.8213,%,False,False,2024-10-30T21:01:53
SN148,M048,31.0904,%,False,False,2024-09-06T02:25:32
SN039,M039,37.2505,°C,False,False,2024-01-19T14:19:18
SN020,M020,3.9141,A,False,False,2024-05-10T07:13:49
SN056,M006,4.4932,bar,False,False,2024-09-14T15:53:24
SN111,M011,31.2719,°C,False,False,2024-01-26T19:09:57
SN105,M005,7.9203,bar,False,False,2024-05-10T22:19:38
SN043,M043,2.0007,mm/s,False,False,2024-09-11T18:15:06
SN128,M028,2546.2504,RPM,False,False,2024-01-01T18:47:45
SN036,M036,13.4423,A,False,False,2024-10-06T21:04:28
SN017,M017,5.3186,mm/s,False,False,2024-07-29T19:17:42
SN071,M021,2607.4691,RPM,False,False,2024-05-19T09:04:44
SN110,M010,3.2185,mm/s,False,False,2024-08-09T10:46:16
SN057,M007,1.4547,A,False,False,2024-02-11T03:40:58
SN088,M038,41.133,°C,False,False,2024-09-14T15:24:39
SN103,M003,1037.5758,RPM,False,False,2024-07-15T01:41:24
SN076,M026,71.7431,°C,False,False,2024-03-12T13:09:40
SN115,M015,0.9852,mm/s,False,False,2024-03-01T14:36:22
SN100,M050,8.6688,mm/s,False,False,2024-05-20T10:35:31
SN104,M004,12.3021,A,False,False,2024-12-05T09:56:30
SN003,M003,1890.51,RPM,False,False,2024-02-02T05:38:42
SN076,M026,59.725,°C,False,False,2024-04-16T14:06:01
SN029,M029,20.3336,%,False,False,2024-11-13T20:09:02
SN097,M047,45.3967,A,False,False,2024-06-12T11:48:41
SN047,M047,8.977,mm/s,False,False,2024-07-17T19:43:55
SN114,M014,26.7208,%,False,False,2024-01-02T23:59:01
SN001,M001,79.5633,°C,False,False,2024-06-08T22:43:14
SN105,M005,1.5015,bar,False,False,2024-04-15T14:41:44
SN026,M026,25.4742,A,False,False,2024-01-03T23:50:26
SN121,M021,547.6958,RPM,False,False,2024-10-06T15:57:31
SN029,M029,76.9969,%,False,False,2024-09-13T03:55:34
SN042,M042,28.6766,°C,False,False,2024-02-27T12:14:08
SN047,M047,1.7673,mm/s,False,False,2024-01-06T02:45:44
SN138,M038,39.8496,°C,False,False,2024-03-01T09:46:52
SN135,M035,80.7454,°C,False,False,2024-08-17T13:02:03
SN077,M027,54.1386,A,True,True,2024-01-16T03:38:03
SN142,M042,1725.2177,RPM,False,False,2024-02-14T23:32:22
SN059,M009,37.1334,A,False,False,2024-09-30T14:42:19
SN030,M030,3.9561,mm/s,False,False,2024-01-12T12:50:08
SN081,M031,83.3504,%,False,False,2024-06-21T01:01:28
SN038,M038,30.5486,A,False,False,2024-08-17T22:17:37
SN034,M034,1.0651,bar,False,False,2024-12-26T23:23:24
SN112,M012,1822.7363,RPM,False,False,2024-12-29T12:13:44
SN093,M043,26.4349,A,False,False,2024-01-16T21:32:26
SN119,M019,1.2483,bar,False,False,2024-12-25T20:51:25
SN139,M039,88.123,°C,True,True,2024-12-13T13:35:05
SN077,M027,13.6657,A,False,False,2024-12-02T14:26:01
SN085,M035,0.8801,mm/s,False,False,2024-05-09T07:00:18
SN033,M033,5.8201,mm/s,False,False,2024-12-18T00:10:06
SN025,M025,748.5155,RPM,False,False,2024-07-01T08:20:45
SN143,M043,21.5713,A,False,False,2024-10-11T13:51:16
SN033,M033,1.9983,mm/s,False,False,2024-09-06T03:46:01
SN131,M031,44.0011,A,False,False,2024-03-27T17:03:07
SN006,M006,2154.6249,RPM,False,False,2024-07-12T07:06:14
SN144,M044,78.8101,°C,False,False,2024-09-18T15:13:57
SN059,M009,27.7962,A,False,False,2024-02-14T19:41:13
SN038,M038,39.1356,A,False,False,2024-08-29T00:05:09
SN114,M014,80.1102,%,False,False,2024-04-03T00:46:30
SN104,M004,0.6527,A,False,False,2024-11-12T06:01:25
SN085,M035,10.9192,mm/s,False,False,2024-12-21T08:06:23
SN127,M027,6.7529,mm/s,False,False,2024-04-28T20:41:44
SN006,M006,793.0335,RPM,False,False,2024-08-11T15:53:38
SN001,M001,56.6166,°C,False,False,2024-06-15T23:11:43
SN146,M046,65.1603,%,False,False,2024-05-19T12:47:21
SN040,M040,68.6609,°C,False,False,2024-06-15T15:58:31
SN004,M004,64.2192,°C,False,False,2024-05-30T21:09:01
SN085,M035,2.7428,mm/s,False,False,2024-06-24T16:10:50
SN070,M020,2546.9877,RPM,False,False,2024-02-02T05:33:48
SN103,M003,1265.8542,RPM,False,False,2024-02-06T04:59:54
SN058,M008,5.7612,bar,False,False,2024-04-26T01:23:57
SN142,M042,1019.4859,RPM,False,False,2024-09-03T14:47:57
SN006,M006,554.1861,RPM,False,False,2024-10-07T17:47:07
SN103,M003,458.0777,RPM,False,False,2024-08-26T00:21:31
SN102,M002,14.3115,A,False,False,2024-10-27T13:00:35
SN128,M028,513.9976,RPM,False,False,2024-11-07T17:46:29
SN003,M003,1924.6395,RPM,False,False,2024-04-03T08:34:52
SN037,M037,8.2702,A,False,False,2024-04-27T02:00:41
SN132,M032,3082.0177,RPM,True,True,2024-02-01T01:48:28
SN117,M017,3.5091,mm/s,False,False,2024-10-06T16:14:59
SN085,M035,10.7422,mm/s,False,False,2024-06-03T16:36:50
SN028,M028,42.1414,%,False,False,2024-06-27T01:51:51
SN073,M023,27.7856,A,False,False,2024-01-12T04:22:55
SN099,M049,52.6837,%,False,False,2024-11-10T04:21:32
SN097,M047,54.1918,A,True,True,2024-05-23T06:36:28
SN116,M016,85.2871,%,False,False,2024-03-23T16:19:28
SN057,M007,29.4777,A,False,False,2024-05-11T05:48:07
SN075,M025,80.9751,%,False,False,2024-11-25T10:56:52
SN022,M022,1532.788,RPM,False,False,2024-11-10T17:45:23
SN036,M036,10.7521,A,False,False,2024-04-18T13:26:49
SN006,M006,398.4911,RPM,False,False,2024-06-17T23:16:14
SN101,M001,73.5661,°C,False,False,2024-08-27T17:03:44
SN024,M024,4.7124,A,False,False,2024-04-24T18:10:25
SN041,M041,70.3751,°C,False,False,2024-01-11T06:27:53
SN078,M028,50.3927,%,False,False,2024-12-26T05:57:46
SN046,M046,1023.6704,RPM,False,False,2024-04-03T11:50:24
SN046,M046,1089.9817,RPM,False,False,2024-03-22T12:33:34
SN122,M022,39.6251,A,False,False,2024-06-02T20:59:32
SN057,M007,38.9218,A,False,False,2024-10-18T20:42:49
SN009,M009,345.1635,RPM,False,False,2024-03-30T13:36:35
SN041,M041,38.3508,°C,False,False,2024-10-30T00:19:02
SN092,M042,94.9303,%,True,True,2024-06-11T07:55:11
SN025,M025,138.9345,RPM,False,False,2024-08-11T20:56:34
SN062,M012,603.1923,RPM,False,False,2024-08-28T09:27:11
SN058,M008,5.1413,bar,False,False,2024-08-22T10:55:05
SN016,M016,14.0233,mm/s,True,True,2024-03-12T09:12:23
SN149,M049,46.1399,°C,False,False,2024-05-26T07:52:15
SN038,M038,16.1743,A,False,False,2024-10-04T21:20:08
SN072,M022,0.7295,mm/s,False,False,2024-10-14T08:56:42
SN095,M045,28.4859,A,False,False,2024-01-01T22:54:15
SN116,M016,60.718,%,False,False,2024-12-14T22:47:46
SN037,M037,13.5686,A,False,False,2024-10-29T18:44:05
SN089,M039,9.308,bar,False,False,2024-02-23T02:17:22
SN060,M010,4.3898,mm/s,False,False,2024-08-31T16:57:12
SN120,M020,8.913,mm/s,False,False,2024-10-25T09:48:59
SN020,M020,17.9001,A,False,False,2024-06-20T07:16:36
SN074,M024,5.0609,mm/s,False,False,2024-10-30T20:13:45
SN031,M031,44.8866,A,False,False,2024-05-16T23:48:36
SN051,M001,65.8041,%,False,False,2024-02-10T13:10:21
SN021,M021,2775.9996,RPM,False,False,2024-06-15T04:23:36
SN108,M008,3.8758,mm/s,False,False,2024-05-13T19:54:45
SN046,M046,1847.0925,RPM,False,False,2024-10-22T00:35:53
SN108,M008,0.3021,mm/s,False,False,2024-08-11T12:02:10
SN041,M041,69.898,°C,False,False,2024-09-08T15:49:32
SN083,M033,0.6264,mm/s,False,False,2024-09-14T03:58:22
SN019,M019,29.685,A,False,False,2024-03-01T12:54:13
SN034,M034,6.739,bar,False,False,2024-05-31T18:26:29
SN123,M023,32.2883,A,False,False,2024-06-20T13:51:55
SN007,M007,39.2305,A,False,False,2024-09-02T16:21:45
SN110,M010,2.8052,mm/s,False,False,2024-02-28T16:59:37
SN051,M001,28.0633,%,False,False,2024-05-18T03:41:50
SN150,M050,9.9067,mm/s,False,False,2024-05-27T00:20:56
SN133,M033,30.7383,A,False,False,2024-05-22T18:35:59
SN107,M007,1419.2435,RPM,False,False,2024-02-02T06:47:39
SN074,M024,6.9115,mm/s,False,False,2024-03-15T18:50:13
SN006,M006,3707.8822,RPM,True,True,2024-04-05T02:05:07
SN117,M017,8.8112,mm/s,False,False,2024-04-05T09:41:59
SN146,M046,56.9813,%,False,False,2024-09-27T15:29:24
SN039,M039,62.7096,°C,False,False,2024-01-29T09:48:12
SN054,M004,4.7175,bar,False,False,2024-08-20T19:10:08
SN129,M029,44.8893,%,False,False,2024-03-22T01:08:54
SN033,M033,8.6066,mm/s,False,False,2024-07-26T22:02:04
SN067,M017,6.6024,bar,False,False,2024-03-19T08:01:51
SN128,M028,1624.8554,RPM,False,False,2024-12-08T16:25:15
SN088,M038,75.8505,°C,False,False,2024-02-24T03:52:16
SN011,M011,8.88,mm/s,False,False,2024-09-16T03:40:36
SN008,M008,2290.9111,RPM,False,False,2024-03-04T13:29:28
SN110,M010,2.0975,mm/s,False,False,2024-06-21T20:47:09
SN057,M007,17.518,A,False,False,2024-11-08T19:38:15
SN037,M037,47.1876,A,False,False,2024-05-02T16:36:45
SN089,M039,7.8663,bar,False,False,2024-04-06T15:58:57
SN126,M026,1041.4795,RPM,False,False,2024-06-01T08:03:09
SN081,M031,45.2766,%,False,False,2024-07-01T05:50:08
SN106,M006,4.7509,bar,False,False,2024-04-23T23:39:59
SN110,M010,3.177,mm/s,False,False,2024-11-07T12:45:44
SN148,M048,44.0783,%,False,False,2024-02-16T17:24:19
SN006,M006,1782.6017,RPM,False,False,2024-05-02T07:05:38
SN002,M002,57.8979,%,False,False,2024-08-08T09:19:17
SN108,M008,6.0857,mm/s,False,False,2024-05-09T15:16:04
SN029,M029,64.027,%,False,False,2024-12-02T11:08:06
SN108,M008,8.5579,mm/s,False,False,2024-12-06T03:11:49
SN107,M007,511.0709,RPM,False,False,2024-03-30T20:56:40
SN082,M032,6.2181,bar,False,False,2024-08-14T22:08:02
SN056,M006,8.4574,bar,False,False,2024-12-02T12:06:40
SN036,M036,27.3376,A,False,False,2024-04-26T23:01:52
SN112,M012,1871.718,RPM,False,False,2024-12-15T22:14:55
SN002,M002,71.5761,%,False,False,2024-04-23T16:13:50
SN127,M027,11.2172,mm/s,False,False,2024-09-24T19:17:21
SN002,M002,42.5902,%,False,False,2024-07-10T08:43:53
SN146,M046,77.458,%,False,False,2024-05-25T02:01:15
SN030,M030,3.3209,mm/s,False,False,2024-09-11T13:08:11
SN014,M014,2.7307,bar,False,False,2024-09-09T07:55:23
SN136,M036,39.1656,%,False,False,2024-08-03T17:38:26
SN037,M037,9.1707,A,False,False,2024-09-07T12:50:21
SN040,M040,76.2827,°C,False,False,2024-09-28T08:30:44
SN070,M020,2045.6381,RPM,False,False,2024-06-02T06:56:26
SN125,M025,64.338,°C,False,False,2024-01-05T13:31:28
SN102,M002,29.9317,A,False,False,2024-09-17T13:15:47
SN036,M036,37.2316,A,False,False,2024-11-09T19:13:01
SN134,M034,0.2064,A,False,False,2024-01-27T03:52:27
SN036,M036,39.2085,A,False,False,2024-01-11T12:16:45
SN013,M013,7.1204,bar,False,False,2024-07-20T04:02:19
SN075,M025,37.5816,%,False,False,2024-05-30T13:36:34
SN065,M015,41.3097,A,False,False,2024-03-20T01:07:57
SN053,M003,32.9104,°C,False,False,2024-11-25T18:19:41
SN116,M016,44.9572,%,False,False,2024-11-02T19:10:49
SN131,M031,46.4224,A,False,False,2024-07-28T19:33:48
SN104,M004,35.1531,A,False,False,2024-02-03T07:39:27
SN053,M003,71.7481,°C,False,False,2024-09-05T14:18:14
SN065,M015,13.5869,A,False,False,2024-06-17T21:14:39
SN035,M035,62.3318,A,True,True,2024-12-22T05:10:27
SN108,M008,8.1532,mm/s,False,False,2024-01-21T04:39:42
SN030,M030,1.6595,mm/s,False,False,2024-08-29T10:01:36
SN095,M045,4.4451,A,False,False,2024-08-07T00:09:56
SN056,M006,8.0114,bar,False,False,2024-12-11T15:23:28
SN001,M001,74.6095,°C,False,False,2024-04-23T07:31:34
SN101,M001,40.9576,°C,False,False,2024-12-15T09:09:42
SN136,M036,78.5948,%,False,False,2024-09-06T10:30:00
SN016,M016,0.5562,mm/s,False,False,2024-07-22T11:18:47
SN131,M031,35.9733,A,False,False,2024-10-12T13:28:22
SN010,M010,61.7928,%,False,False,2024-01-24T18:54:06
SN073,M023,11.4945,A,False,False,2024-05-15T08:55:00
SN104,M004,24.1761,A,False,False,2024-01-30T10:57:09
SN055,M005,2.6229,bar,False,False,2024-09-03T08:09:17
SN027,M027,30.672,A,False,False,2024-07-04T08:52:06
SN080,M030,43.0733,%,False,False,2024-01-20T09:27:44
SN051,M001,105.0306,%,True,True,2024-02-10T01:02:53
SN104,M004,15.0937,A,False,False,2024-04-19T10:52:00
SN115,M015,9.5851,mm/s,False,False,2024-06-24T01:47:17
SN141,M041,4.3325,A,False,False,2024-12-26T01:35:03
SN010,M010,50.2996,%,False,False,2024-12-20T03:29:52
SN027,M027,28.7997,A,False,False,2024-09-26T11:45:18
SN144,M044,32.4055,°C,False,False,2024-09-29T12:34:02
SN027,M027,5.0684,A,False,False,2024-07-19T09:04:00
SN100,M050,9.1067,mm/s,False,False,2024-06-13T01:00:28
SN029,M029,57.4192,%,False,False,2024-11-17T00:29:11
SN099,M049,57.9338,%,False,False,2024-10-03T19:50:26
SN134,M034,9.4623,A,False,False,2024-06-09T17:06:42
SN017,M017,0.4752,mm/s,False,False,2024-05-04T14:30:58
SN008,M008,2790.2662,RPM,False,False,2024-03-21T12:54:56
SN096,M046,41.6596,°C,False,False,2024-07-28T08:56:55
